2019-01-25 00:21:49,774[ost-startStop-1]  [INFO ] [.e.c.c.d.JNDIDataSourceFactory 63]   - This=org.eclipse.che.core.db.h2.H2SQLJndiDataSourceFactory@25b64862 obj=ResourceRef[className=javax.sql.DataSource,factoryClassLocation=null,factoryClassName=org.apache.naming.factory.ResourceFactory,{type=scope,content=Shareable},{type=auth,content=Container},{type=singleton,content=true},{type=factory,content=org.eclipse.che.api.CommonJndiDataSourceFactory}] name=che Context=org.apache.naming.NamingContext@26cfd5d5 environment={}
2019-01-25 00:21:56,704[ost-startStop-1]  [INFO ] [o.e.c.a.w.s.stack.StackLoader 104]   - Stacks initialization finished
2019-01-25 00:21:56,919[ost-startStop-1]  [INFO ] [.c.i.d.c.DockerRegistryChecker 49]   - Probing registry 'http://localhost:5000'
2019-01-25 00:21:56,951[ost-startStop-1]  [WARN ] [.c.i.d.c.DockerRegistryChecker 59]   - Docker registry http://localhost:5000 is not available, which means that you won't be able to save snapshots of your workspaces.
How to configure registry?
	Local registry  -> https://docs.docker.com/registry/
	Remote registry -> set up 'che.docker.registry.auth.*' properties
2019-01-25 00:21:57,163[ted-scheduler-0]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 01:21:56,963[ted-scheduler-9]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 02:21:56,964[ted-scheduler-6]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 03:21:56,965[ted-scheduler-3]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 04:21:56,963[ted-scheduler-4]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 05:21:56,974[ted-scheduler-3]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 06:21:56,963[ted-scheduler-1]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 11:22:06,395[ted-scheduler-2]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 12:22:06,398[ted-scheduler-2]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 13:22:06,394[ted-scheduler-2]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 14:22:06,394[ted-scheduler-2]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 15:22:06,393[ted-scheduler-8]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 16:22:06,394[ted-scheduler-5]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 17:22:06,395[ted-scheduler-5]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 18:22:06,394[ted-scheduler-5]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 19:22:06,399[ted-scheduler-5]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 20:22:06,394[ted-scheduler-0]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 21:22:06,394[ted-scheduler-0]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 22:22:06,394[ted-scheduler-9]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
2019-01-25 23:22:06,396[ted-scheduler-9]  [INFO ] [ockerAbandonedResourcesCleaner 121]  - List containers registered in the api: []
